	Descricao
7049	PAINEL LED 24W LYS QUAD SOB 6500K TASCHI
7050	PAINEL LED 12W LYS QUAD EMB 6500K TASCHI
7051	PAINEL LED 12W LYS QUAD SOB 6500K TASCHI
7052	PISO PAVIMENTO DECORATO 45X45 A CX2,00 R
7053	PISO CALACATA ORO BRI 45X45 B CX2,00 RAV
7054	PISO MATTONE ORO 37X59 A CX2,43 RAVELLO
7055	PISO STRADA BEIGE 45X45 A CX2,00 RAVELLO
7056	LAVAT+COLUN 45X35CM EB IZY/ASP L510 DECA
7057	ASSENTO PP RIV/SMART PLUS BR CELITE
7058	DISJUNTOR MONO 16A CURVA C TRAMONTINA
7059	DISJUNTOR MONO 25A CURVA C TRAMONTINA
7060	FITA VEDA ROSCA 18MM X 10M W-MAX
7061	LUVA MISTA VAQUETA/LONA TAM. 10 W-MAX
7062	LUVA MISTA RASPA/LONA BASIC I TAM.10 W-M
7063	REBITE REPUXO ALUMINIO 5 X 12MM W-MAX
7064	FITA VEDA ROSCA 12MM X 5M W-MAX
7065	CURVA 45 SOLD 25MM - TIGRE
7066	LUVA ROSCAVEL 25MM KRONA
7067	CHAVE PHILLIPS 1/4 X 4 CRV ISOL LOTUS
7068	JOGO CHAVE BOLA C/9 PRETA CURTA PRIX LOT
7069	JOGO CHAVE BOLA C/9 PRETA LONGA PRIX LOT
7070	CHAVE CANHAO CRV 10X125MM PLUS LOTUS
7071	CHAVE DE RODA L 17MM C/ PONTEIRA LOTUS
7072	CHAVE DE RODA L 19MM C/ PONTEIRA LOTUS
7073	PULVERIZADOR MANUAL 2L C/BICO EXTE LOTUS
7074	MAO FRANCESA 30X50CM FLEX LOTUS
7075	COLHER CANTO REDONDO 7" PLUS LOTUS
7076	ESCOVA CIRCULAR 5X1/2 ENTR PLUS LOTUS
7077	DISCO SERRA VIDEA 110X36 DT FLEX LOTUS
7078	LAMINAS SK4 18MM UNIDADE LOTUS
7079	FITA ADESIVA DUPLA FACE 18MMX2M PLUS LOT
7080	FITA ADESIVA DUPLA FACE 12MM METRO LOTUS
7081	REBITE 6,4MM X 14MM UNIDADE LOTUS
7082	CHAVE TESTE DIGITAL 100-220V 12A LOTUS
7083	TRENA CRISTAL PC 5MX19MM PRIX LOTUS
7084	BOIA DE NIVEL COM CABO 1,5MX15A LOTUS
7085	FIO NYLON QUADRAD 3MMX50M LOTUS
7086	REFIL P/MAC/ISQUEIROS RECARREG LOTUS
7087	ABRAC NYLON PRETA 2,5 X 150 - LOTUS PLUS
7088	CHAVE DE BIELA L VAZADA 12MM LOTUS
7089	CHAVE DE BIELA L VAZADA 14MM LOTUS
7090	CHAVE COMBINADA 17 C/CLIP 120/30 LOTUS
7091	CHAVE COMBINADA 20 C/CLIP 100/25 LOTUS
7092	CHAVE COMBINADA 21 C/CLIP 80/20 LOTUS
7093	CHAVE COMBINADA 22 C/CLIP 80/20 LOTUS
7094	CHAVE COMBINADA 24 C/CLIP 60/15 LOTUS
7095	DISCO REMOVEDOR 115MM PRETO FLEX LOTUS
7096	DISCO POLIMENTO 115MM C/FELTRO LOTUS
7097	REBOCOMIX 15KG REJUNTAMIX
7098	ADAPTADOR P/SUP DISCO VELCRO C/2 LOTUS
7099	LUVA SOLD B LATAO 20MMX1/2" CB TIGRE
7100	QD DIST EMB 12/16 DISJ PTA BR S/BAR CB T
7101	AGUARRAS SOLVENT SINT STAR 900ML
7102	ESPATULA 2151 1.1/2 ACO POLIDO ACES TIGR
7103	ESPATULA 2151 4 ACO POLIDO ACES TIGRE
7104	ESPATULA 2151 5 ACO POLIDO ACES TIGRE
7105	ESPATULA 2151 3 ACO POLIDO ACES TIGRE
7106	ESPATULA 2151 2.1/2 ACO POLIDO ACES TIGR
7107	ROLO LA NATURAL 90MM TIGRE 1383
7108	ROLO ESPUMA AMARELO 230MM - 1342 TIGRE
7109	PROLONGADOR C/CASTEL ABS BR 10MM DECA
7110	PROLONGADOR C/CASTEL ABS BR 20MM DECA
7111	RALO SIF QUAD C/GRELHA 100X52X40 KRONA
7112	PLACA 4X2 2 POSTOS HORIZONTAIS BR RENOVA
7113	TRILHO P/ JANELA 1,00MT 6X6MM BEB
7114	1739 DUCHA HIG C40 1/4V 1/2 DN15 CR REAL
7115	1168TORN COZ/MESA GOURMET C17 1/4V REAL
7116	PORTA TOALHA REDONDO REAL
7117	1167TORN ABS PARED AL.BC.C70 1/4V1/2 INJ
7118	1198 TORN ABS LAV/MS C50 1/4 V1/2 BR INJ
7119	1198TORN ABS LAV/MES C70 1/4V1/2 BR INJE
7120	GATILHO METAL DUCHA HIGIENICA REAL
7121	1194 TORN ABS LAV/MS C31 1/4 V1/2 BC INJ
7122	PISO SACRA GRIGIO 30X60 BR CX2,37 POINTE
7123	PISO RET MAGGIE 30X60 MATE BR CX2,28 PBG
7124	VEDACIT PRIMER ASFAL BASE AGUA 900ML
7125	FECHADURA BORA GOLF BAN CROMADO ESP43
7126	RALO CONICO BR GR BR 100X40MM TIGRE
7127	JOELHO 90 CIRC AQUAP STYLE BG CB TIGRE
7128	JOELHO 60 CIRC AQUAP STYLE BG TIGRE
7129	DOBRAD ACO PORTEIR N02 PT METASAL
7130	RALO QUAD BR GR BR 100X53X40MM CB TIGRE
7131	FITA PLASTBAND ALUM 15CM D PLASTIC
7132	FITA PLASTBAND ALUM 20CM D PLASTIC
7133	FITA PLASTBAND ALUM 30CM D PLASTIC
7134	SERROTE THOMPSON CABO PLASTICO N16
7135	SERROTE THOMPSON CABO PLASTICO N18
7136	CONECTOR COAXIAL COMPR C59 RG6 VERMELHO
7137	CABO ROMANI MAD P/ PICARET/CHIBANC 98CM
7138	LONA LONAX 6 X METRO 150 MICRA PTA
7139	TELA MORLAN HX PINTEIRO 1 22X1,00X5METRO
7140	TELA MORLAN HEX VIVEIRO 1/2 26X1,0XMETRO
7141	TELA ROMA GALINHEIRO N2 1,00XMETRO PRETO
7142	BRACADEIRA AQUAPLUV BEGE DE 88 TIGRE
7143	ESQUADRO EXT AQUAPLUV BEGE DN125 TIGRE
7144	ESQUADRO INT AQUAPLUV BEGE DN125 TIGRE
7145	SUPORTE PVC AQUAPLUV BEGE DN125 CB
7146	ANEL P/BACIA C/GUIA VEDANEL - PULVITEC
7147	SERRA COPO DIAM P/VIDRO FLEX 35MM LOTUS
7148	JOGO 05PCS CHAV C/C GIRATORIA CRV IRWIN#
7149	BACIA COM CX ACOP SIMPL GARDENIA BR MARI
7150	TINTA FTOP INT 15LT BRANCO NEVE#
7151	REMOVEDOR PASTOSO 500G ROYALFIX
7152	PISO PONTA DE ESTOQUE #
7153	JANELA LAMBRIL 0,79X1,50 TIMBORANA#
7154	RADIER FERRO 6MM 28X6 #
7155	KIT TESTE CLORO E PH (ESTOJO) - QUIMIL
7156	QCLOR CLORO ULTRA CLEAN 1KG - PACOTE
7157	TINTA FORTNIL FCOLOR EXT 3,6L MARFIM#
7158	TINTA FORTNIL FCOLOR EXT 3,6L AZUL CEU#
7159	TINTA FORTNIL FCOLOR EXT 3,6L CAMURCA#
7160	TINTA FORTNIL FCOLOR EXT 3,6L AZ ARPOAD#
7161	TINTA FORTNIL FCOLOR EXT 3,6L CARANGUEJ#
7162	TINTA FORTNIL FCOLOR EXT 3,6L CONCRETO#
7163	TINTA FORTNIL FCOLOR EXT 3,6L VERD MUSG#
7164	TINTA FORTNIL FCOLOR EXT 3,6L CHOCOLATE#
7165	TINTA FORTNIL FCOLOR EXT 3,6L AZ PROFUN#
7166	TINTA FORTNIL FCOLOR EXT 3,6L VE CARIBE#
7167	TINTA FORTNIL FCOLOR EXT 3,6L CERAMICA#
7168	TINTA FTOP INT 3L BRANCO NEVE#
7169	TINTA FTOP INT 3L BRANCO GELO#
7170	TINTA FORTNIL FMAXX INT 3,6L AGUA MARIN#
7171	TINTA FORTNIL FMAXX INT 3,6L AM CANARIO#
7172	TINTA FORTNIL FMAXX INT 3,6L AREIA#
7173	TINTA FORTNIL FMAXX INT 3,6L AZ ARPOADO#
7174	TINTA FORTNIL FMAXX INT 3,6L CAMURCA#
7175	TINTA FORTNIL FMAXX INT 3,6L CARANGUEJO#
7176	TINTA FORTNIL FMAXX INT 3,6L CEREJA#
7177	TINTA FORTNIL FMAXX INT 3,6L GIRASSOL#
7178	TINTA FORTNIL FMAXX INT 3,6L KIWI#
7179	TINTA FORTNIL FMAXX INT 3,6L MARFIM#
7180	TINTA FORTNIL FMAXX INT 3,6L OCRE#
7181	TINTA FORTNIL FMAXX INT 3,6L PALHA#
7182	TINTA FORTNIL FMAXX INT 3,6L PEROLA#
7183	TINTA FORTNIL FMAXX INT 3,6L PESSEGO#
7184	TINTA FORTNIL FMAXX INT 3,6L ROSA ACAI#
7185	TINTA FORTNIL FMAXX INT 3,6L ROSA PETAL#
7186	TINTA FORTNIL FMAXX INT 3,6L SALMAO#
7187	TINTA FORTNIL FMAXX INT 3,6L SANTORINE#
7188	TINTA FORTNIL FMAXX INT 3,6L VERD HORTE#
7189	TINTA FORTNIL FMAXX INT 3,6L VERD PISCI#
7190	TINTA FORTNIL FMAXX INT 3,6L VERD CAMPO#
7191	PISO CLASSICO BRANCO HD BRI CX2,53 POINT
7192	BARRA ROSCADA UNC PLD 1/2 X 1M - W-MAX
7193	BARRA ROSCADA UNC PLD 1/4 X 1M - W-MAX
7194	BARRA ROSCADA UNC PLD 3/8 X 1M - W-MAX
7195	PARAF FRANCES PORCA 1/4 X 2.1/4 ZINC WMX
7196	BLOCO ISOPOR #
7197	TINTA FORTNIL FCOLOR EXT 3,6L BRAN NEVE#
7198	TINTA FORTNIL FCOLOR EXT 3,6L PEROLA#
7199	TINTA FORTNIL FCOLOR EXT 3,6L PALHA#
7200	TINTA FORTNIL FCOLOR EXT 3,6L BRAN GELO#
7201	TINTA FORTNIL FCOLOR EXT 3,6L AM MACAIB#
7202	TINTA FORTNIL FCOLOR EXT 3,6L AREIA#
7203	TINTA ACRI PISO FORNIL AZUL 3,6L#
7204	PISO 4601 46X46 A BRANCO CERCAMP CX2,30#
7205	PISO 4602 46X46 A RAJADO CERCAMP CX2,30#
7206	PISO 4603 46X46 A BEGE CERCAMP CX2,30#
7207	PISO 4604 46X46 A BEGE CERCAMP CX2,30#
7208	LAVATORIO C/COLUNA BRANCO GARDENIA
7209	VEDATUDO PRIMER ACQUA SACHE 1L
7210	TINTA ESM PRETO CORALAR 3L CORAL
7211	TINTA ESM CINZA MEDIO CORALAR 3L CORAL
7212	TINTA ESM PLATINA CORALAR 3L CORAL
7213	TINTA ESM TABACO CORALAR 750ML CORAL
7214	TINTA ESM BRANCO CORALAR 750ML CORAL
7215	TINTA ACR FC 900ML REND M BRANCO CORAL
7216	WURTH BONDER 2G
7217	PU 40 MULTIUSO W-MAX BRANCO 212ML/360G
7218	BROCA HSS ACO AUTOCENTRANTE 1/8 WMAX
7219	BROCA HSS ACO AUTOCENTRANTE 7/64 WMAX
7220	BROCA HSS ACO AUTOCENTRANTE 9/64 WMAX
7221	BROCA HSS ACO AUTOCENTRANTE 5/32 WMAX
7222	BROCA HSS ACO AUTOCENTRANTE 11/64 WMAX
7223	BROCA HSS ACO AUTOCENTRANTE 1/4 WMAX
7224	BROCA HSS ACO AUTOCENTRANTE 3/16 WMAX
7225	BROCA HSS ACO AUTOCENTRANTE 3/64 WMAX
7226	BROCA HSS ACO AUTOCENTRANTE 5/64 WMAX
7227	BROCA HSS ACO AUTOCENTRANTE 7/32 WMAX
7228	BROCA HSS ACO AUTOCENTRANTE 9/32 WMAX
7229	BROCA P/CONCRETO DIN8039 5 X 85MM WMAX
7230	BROCA P/CONCRETO DIN8039 6 X 100MM WMAX
7231	BROCA P/CONCRETO DIN8039 8 X 120MM WMAX
7232	BROCA P/CONCRETO DIN8039 10 X 120MM WMAX
7233	BROCA HSS ACO AUTOCENTRANTE 3/32 WMAX
7234	FIXA CUBA W-MAX BRANCO 40ML/70G
7235	FOLHA LIXA DAGUA FUNIL G600 W-MAX
7236	FOLHA LIXA DAGUA FUNIL G800 W-MAX
7237	FITA DUPLA FACE BRANCA 12MMX1,5M W-MAX
7238	DISCO CORTE INOX RUSH 110X1,0X20 W-MAX
7239	ESPUMA EXPAN-MAX MANUAL W-MAX 500ML/480G
7240	JOELHO 45 RR 1/2MM KRONA
7241	FECH. 1801/35 - ESP. INOX (G) EXT STAM
7242	FECH. 1810/35 - ESP. INOX INT STAM
7243	FECH. 1820/35 - ESP. INOX WC STAM
7244	FECH. 1800/21 - ESP. INOX TETRA STAM
7245	FECH 1800/21 - ESP OXI E-COAT TETRA STAM
7246	FECH. 1601/21 - ESP. INOX EXT STAM
7247	CADEADO 20 MM - ZAMAC LATON E-COAT STAM
7248	CADEADO 25 MM - ZAMAC LATON E-COAT STAM
7249	CADEADO 30 MM - ZAMAC LATON E-COAT STAM
7250	CADEADO 35 MM - ZAMAC LATON E-COAT STAM
7251	CADEADO 40 MM - ZAMAC LATON E-COAT STAM
7252	CADEADO 45 MM - ZAMAC LATON E-COAT STAM
7253	CADEADO 50 MM - ZAMAC LATON E-COAT STAM
7254	FECH 1801/35 - ESP OXI E-COAT (G) EXT ST
7255	FECH. 1810/35 - ESP OXID E-COAT INT STAM
7256	FECH. 1820/35 - ESP. OXID E-COAT WC STAM
7257	FECH. 1810/13 - ESP. INOX INT STAM
7258	FECH. 1820/10 - ESP. INOX STAM
7259	FECH 1801/10 - ESP OXID E-COAT EXT (G) S
7260	FECH. 1820/10 - ESP OXID E-COAT EXT STAM
7261	FECH. 1810/37 - ESP. OXIDADO E-COAT STAM
7262	FECH 1701/80 PRETO FOSCO - ESP INOX STAM
7263	PISO ONIX OURO 60X60 A BR CX2,53 POINTER
7264	LIXA 3M FERRO G100
7265	LIXA 3M FERRO G120
7266	LIXA 3M FERRO G60
7267	LIXA 3M FERRO G80
7268	TINTA FORTNIL FCOLOR EXT 3,6L AMAR MOST#
7269	TINTA FORTNIL FCOLOR EXT 3,6L VD PRIMAV#
7270	TINTA FORTNIL FCOLOR EXT 3,6L ACAI#
7271	TINTA FORTNIL FCOLOR EXT 3,6L ALECRIM#
7272	SELADOR ACRILICO 3,6L FORTNIL#
7273	TINTA ACRILIC PISO FORTNIL CINZA 15L#
7274	CABO MEGATRON 4,00MM AZUL METRO
7275	CABO MEGATRON 4,00MM PRETO METRO
7276	CABO MEGATRON 4,00MM VERDE METRO
7277	CABO MEGATRON 4,00MM VERMELHO METRO
7278	CABO MEGATRON 6,00MM AZUL METRO
7279	CABO MEGATRON 6,00MM VERDE METRO
7280	TINTA SPRAY U.G. PRIMER 350ML - KALA
7281	TINTA SPRAY CHEMIC U.G LARANJA 400ML#
7282	PLASTIMIX SACHE 100ML REJUNTAMIX
7283	TRINCHA 1 POLEGADA ROMA#
7284	TRINCHA 3/4 POLEGADA CONDOR#
7285	TRINCHA 3 POLEGADA ROMA#
7286	TRINCHA 4 POLEGADA ROMA#
7287	BOCAL C/ RABICHO E37 SORTELUZ#
7288	DISJUNTOR UNIP DIN CURVA B 10A SOPRANO#
7289	DISJUNTOR UNIP DIN CURVA B 40A SOPRANO#
7290	DISJUNTOR UNIP DIN CURVA B 16A SOPRANO#
7291	DISJUNTOR DIN BIP 32A DA3-C232 ALTRONIC#
7292	DISJUNTOR DIN BIP 40A DA3-C240 ALTRONIC#
7293	CORANTE BISNAGA HIDROTINTAS MARROM 50ML#
7294	CORANTE CHEMICOLOR LIQUIDO AZUL 50ML
7295	REFLETOR LED 50W IP65 6500K DICASA#
7296	CORANTE LIQUIDO TEKBOND 50ML MARROM
7297	VIAPOL TAPA GOTEIRA SL 20CM - METRO
7298	VIAPLUS TOP CX 4 KG - PNE VIAPOL
7299	MAO FRANCESA MADEIRA COM CAIBRO
7300	ZARCAO SUPERTINTAS BRANCO 900ML
7301	ZARCAO SUPERTINTAS BRANCO 3,6L
7302	PISO PEDRA 58 HD 34X60 C CX2,10 3500FOR#
7303	PISO DECORE MR HD 34X60 C CX2,10 3500FO#
7304	PISO FRIGGA CZ HD 34X60 C CX2,10 3500FO#
7305	PISO ELITE CZ HD 34X60 C CX2,10 3500FOR#
7306	PISO CATAVENT CL HD 34X60 C CX2,10 3500#
7307	PISO IRIS HD 34X60 C CX2,10 3500FORMIGR#
7308	PISO DHAMA BP 32X45 C CX2,00 3500FORMIG#
7309	PISO MESSINA RT POL 81X81 C CX1,97 3500#
7310	PISO ATENAS CZ RT POL 81X81 C CX1,97 35#
7311	PISO GOLDEN LUX RT POL 81X81 C CX1,97#
7312	PISO ACAPULC GREY GRN RT 81X81 C CX1,97#
7313	TINTA ACRILIC PISO FORTNIL CONCRETO 15L#
7314	TINTA FTOP INT 15LT OCRE#
7315	TINTA FTOP INT 15LT PALHA#
7316	TINTA FTOP INT 15LT PEROLA#
7317	TINTA FTOP INT 15LT MARFIM#
7318	TINTA FTOP INT 15LT AMARELO CANARIO#
7319	TINTA FTOP INT 15LT GIRASSOL#
7320	TINTA FTOP INT 15LT AREIA#
7321	TINTA FTOP INT 15LT PLATINA#
7322	TINTA FTOP INT 15LT VERDE PISCINA#
7323	TINTA FTOP INT 15LT VERDE HORTELA#
7324	TINTA FTOP INT 15LT VERDE CAMPOS#
7325	TINTA FTOP INT 3L VERDE PISCINA#
7326	TINTA FTOP INT 3L VERDE HORTELA#
7327	TINTA FTOP INT 3L VERDE CAMPOS#
7328	TINTA FTOP INT 3L AGUA MARINHA#
7329	TINTA FTOP INT 3L AZUL ARPOADOR#
7330	TINTA FCOLOR EXT 15LT PALHA#
7331	TINTA FCOLOR EXT 15LT PEROLA#
7332	TINTA FCOLOR EXT 15LT MARFIM#
7333	TINTA FCOLOR EXT 15LT AMARELO MACAIBA#
7334	TINTA FCOLOR EXT 15LT PLATINA#
7335	TINTA FCOLOR EXT 15LT CONCRETO#
7336	TINTA FCOLOR EXT 15LT CAMURCA#
7337	TINTA FCOLOR EXT 15LT VERDE MUSGO#
7338	TINTA FCOLOR EXT 15LT AREIA#
7339	TINTA FCOLOR EXT 15LT BOI CAPRICHOSO#
7340	TINTA FCOLOR EXT 15LT AZUL ARPOADOR#
7341	TINTA FCOLOR EXT 15LT AZUL PROFUNDO#
7342	TINTA FCOLOR EXT 15LT VERDE VIVO#
7343	TINTA FTOP INT 3L PALHA#
7344	TINTA FTOP INT 3L PEROLA#
7345	TINTA FTOP INT 3L MARFIM#
7346	TINTA FTOP INT 3L AMARELO CANARIO#
7347	TINTA FTOP INT 3L OCRE#
7348	TINTA FTOP INT 3L GIRASSOL#
7349	TINTA FTOP INT 3L AREIA#
7350	TINTA FTOP INT 3L PESSEGO#
7351	TINTA FTOP INT 3L SALMAO#
7352	TINTA FTOP INT 3L LARANJA CITRICO#
7353	TINTA FTOP INT 3L CARANGUEIJO#
7354	TINTA FTOP INT 3L VERDE AGUA#
7355	TINTA FTOP INT 3L KIWI#
7356	TINTA FTOP INT 15LT AGUA MARINHA#
7357	TINTA FTOP INT 15LT AZUL ARPOADOR#
7358	TINTA FTOP INT 3L PLATINA#
7359	TINTA FTOP INT 3L CAMURCA#
7360	TINTA FTOP INT 3L ROSA PETALA#
7361	TINTA FTOP INT 3L CEREJA#
7362	TINTA ACRILIC PISO FORTNIL BRANCO 15L#
7363	TINTA ACRILIC PISO FORTNIL VERMELHO 15L#
7364	TINTA ACRILIC PISO FORTNIL AZUL 15L#
7365	TINTA ACRILIC PISO FORTNIL VERDE 15L#
7366	TINTA ACRI PISO FORTNIL BRANCO 3,6L#
7367	TINTA ACRI PISO FORTNIL AMARELO 3,6L#
7368	TINTA ACRI PISO FORTNIL CONCRETO 3,6L#
7369	TINTA ACRI PISO FORTNIL CINZA 3,6L#
7370	TINTA ACRI PISO FORTNIL VERMELHO 3,6L#
7371	TINTA ACRI PISO FORTNIL CERAMICA 3,6L#
7372	TINTA ACRI PISO FORTNIL AZUL 3,6L#
7373	TINTA ACRI PISO FORTNIL PRETO 3,6L#
7374	TINTA FTOP INT 3L ROSA ACAI#
7375	CONJ PLACA 4X2 1 POSTO HORIZ BR C/SUP B3
7376	CONJ PLACA 4X2 2 POSTO HORIZ BR C/SUP B3
7377	CONJ PLACA 4X2 3 POSTO HORIZ BR C/SUP B3
7378	PLACA 4X2 1 POSTO HORIZ BR RENOVA
7379	PLACA 4X2 3 POSTOS HORIZ BR RENOVA
7380	CONJ 2INT SIM6A-250V+1TOM 2P+T 20A RE MG
7381	FERRO P/SOLDA 40W 220V MAXFERRAGENS
7382	FERRO P/SOLDA 60W 220V MAXFERRAGENS
7383	TABUA MISTA 25CM C/ 3 METROS#
7384	TARTARUGA CLEAN PP LENTE PC PT 40W BLUM#
7385	TARTARUGA CLEAN PP LENTE PC BR 40W BLUM#
7386	REFLETOR LED PLAY ALUM 10W BIV 6500K BL#
7387	REFLETOR LED PLAY ALUM 20W BIV 6500K BL#
7388	SPOT EMB.RED.8W LED 4.100K BLUMENAU#
7389	SPOT EMB.QUAD.8W LED 4.100K BLUMENAU#
7390	PAINEL LEDPLAY EMB QUA 12W 240V 6500K BL
7391	CIMENTO CP V ARI ENSACADO 40KG
7392	TABUA PINUS 15CM X 3,00MT#
7393	TABUA PINUS 20CM X 3,00MT#
7394	TABUA PINUS 25CM X 3,00MT#
7395	TABUA PINUS 27CM X 3,00MT#
7396	GESSO 1KG
7397	ENGATE FLEX DE PVC 1/2X40CM PLASB
7398	PLAFON COM BOCAL LOUCA E27 BR SYKALIGHT
7399	BACIA SANITARIA CONVENCIONAL GARDENIA BC
7400	DISCO DIAM CONTINUO 110X1,9X5,0X20H MAXF
7401	DISCO CORTE FERRO 4.5 PROF MULTI MAXFERR
7402	DISCO DIAM TURB PROF 110X1,9X7,0X20H MAX
7403	DISCO SERRA CIRC MAD 115X24D MAX FERRAGE
7404	COLA INST 3G SUPER-700 SIGMA VISC MED
7405	COLA INST 20G SUPER-700 SIGMA VISC ALTA
7406	COLA INST 20G SUPER-700 SIGMA VISC BAIXA
7407	COLA INST 20G SUPER-700 SIGMA VISC MED
7408	COLA INST 100G SUPER-700 SIGMA VISC MED
7409	ESPATULAMIX REJUNTAMIX
7410	1128 TORN JARDIM 1/2X1/2 DN15 AM REAL
7411	1128 TORN JARDIM 1/2X1/2 DN15 CR REAL
7412	2030TORN LAV/COZ/MES 1/4 V 1/2 DN15 CR R
7413	1194TORN LAV/MES C50 1/4V 1/2DN15 CR REA
7414	ACABAM COMPLET P/REG QUADRA 3/4 DN20 REA
7415	2167PURIF AG ABS PA/CZ/PR B.MOV.ALT C70
7416	1167TORN COZ/PARED GOURMET C17 1/4V REAL
7417	1168TORN ABS PIA/CZ/MES C40 1/4V 1/2 BR
7418	1168TORN ABS PI/CZ/MS C70 1/4V1/2 BR INJ
7419	1168TORN ABS PI/CZ/MS CR C40 1/4V1/2 INJ
7420	1198TORN ABS LAV/MES C40 1/4V1/2 BR INJE
7421	1198TORN ABS LAV/MES MONOC 1/4V1/2 BR IN
7422	1198TORN ABS LAV/MES C50 1/4V 1/2 CR INJ
7423	1509 REGISTRO GAVETA C50 1/2 DN15 REAL
7424	1509 REGISTRO GAVETA C31 1/2 DN15 REAL
7425	1509 REGISTRO GAVETA C39 1/2 DN15 REAL
7426	VASSOURAO CEPA PIASSAVA SIMPLES MADEIRA#
7427	TINTA FORTNIL FCOLOR EXT 3,6L PLATINA#
7428	TINTA FORTNIL FCOLOR EXT 3,6L VERD VIVO#
7429	TINTA FORTNIL FMAXX INT 3,6L BRANC GELO#
7430	LAMPADA LED BULBO 9W 6500K LEDVANCE
7431	TINTA ESM FSUPER 3,6L CERAMICA FORTNIL#
7432	TINTA ESM FSUPER 900ML CINZA ESCURO FOR#
7433	TINTA ESM FSUPER 900ML AMARELO FORTNIL#
7434	TINTA ESM FSUPER 900ML PRETO FORT#
7435	PISO 46X46 A CX2,36M MARAGOGI SLIM#
7436	PISO 46X46 A CX2,36M RIPADO MARFIM SLIM#
7437	PISO 46X46 A CX2,36M BARBALHA BR SLIM#
7438	FOLHA LIXA FERRO W-MAX WM246 G150
7439	WURTH BONDER PLUS 5G
7440	ADESIVO POLIURE PU40 U.G. 360G BR WORKER
7441	ADESIVO POLIURE PU40 U.G. 360G CZ WORKER
7442	BICO TORNEIRA P/ MANGUEIRA 1/2" - LIEGE
7443	BOMBA AR TORNADO - KALA
7444	BOTA PVC CANO MEDIO PR S/FORRO N38 - WOR
7445	BOTA PVC CANO MEDIO PR S/FORRO N39 - WOR
7446	BOTA PVC CANO MEDIO PR S/FORRO N40 - WOR
7447	BOTA PVC CANO MEDIO PR S/FORRO N42 - WOR
7448	BOTINA RASPA N38 MON ELAST S/BIQ CARTOM
7449	BOTINA RASPA N39 MON ELAST S/BIQ CARTOM
7450	DISCO DESBASTE 4.1/2"X4.1/2"X7/8" - WORK
7451	DOBRAD PINO RETO 3.1/2"X3" CROMADO KALA
7452	DOBRAD PINO SIMP ZINC 2.1/2 03PC SILVANA
7453	ENGATE RAPIDO 1/2" - KALA
7454	LUVA KALIPSO LATEX LIGHT TAM/08-M AM
7455	LUVA MALHA BRANC PIGMENTADA TAM 9 KALA
7456	MARTELO BORRACHA 40MM KALA
7457	OCULOS POLICARBONATO CZ WK1-C - WORKER
7458	OCULOS POLICARBONATO CZ WK2-C - WORKER
7459	OCULOS POLICARBONATO INC WK1-I - WORKER
7460	OCULOS POLICARBONATO INC WK2-I - WORKER
7461	PORTA LAMP TOMADINHA COM FIO - PERLEX
7462	SERRA MANUAL ACO FLEX 1218 - COLLINS
7463	SUPORTE MAO FRANCESA REFORCADO 40CM - OV
7464	SUPORTE MAO FRANCESA 20CM - OVERTIME
7465	TORNEIRA TANQUE SLIM PRETA/BRANCA - KRON
7466	CAIXA SIF NR17 150X185X75 QUAD.C/GRE KRO
7467	GRELHA NR50 QUAD BR P/CX SIFON DN100 KRO
7468	GRELHA NR52 QUAD BR P/CX SIFON DN150 KRO
7469	PORTA GRELH NR61 QUAD BR CX/SIF DN150 KR
7470	LUVA PRESS P/ELET.CORRUG REFORC 20MM KRO
7471	LUVA PRESS P/ELET.CORRUG REFORC 25MM KRO
7472	BUCHA RED.SOLD.CURTA 60 X 50MM KRONA
7473	TEXTURA LISA EXT FORT PEROLA 25KG#
7474	TEXTURA LISA EXT FORT PLATINA 25KG#
7475	ARMARIO P/ BANHEIRO CINZA PLASBOHN
7476	MANGUEIRA CRISTAL 1/4X1,50MM PLASB METRO
7477	SUPORTE PLAST MANG LARANJA PLASBOHN
7478	PISO DUOMO TROPPO 60X60 EXT CX2,53 POINT
7479	PORTA LAMP.PORC.27E PLAFONIER PR BLUM#
7480	TARTARUGA LED IP65 BIV 15W 6500K BR BLU#
7481	TARTARUGA LED IP65 BIV 15W 6500K PR BLU#
7482	ARANDELA LIGTH NANO ABS 2W PR 3000K BLU#
7483	ARANDELA CLEAN LED QD 2FACH 3W 3000K BL#
7484	COLA PVA MADEIRA 90G ALMAFLEX ALMATA
7485	CORANTE CHEMICOLOR LIQUIDO PRETO 50ML
7486	FIXA FIO 6MM RD 20PC BR VONDER
7487	KIT P/PINTURA 5PC FLEX 685 23CM 08 ROMA
7488	DOBRAD ACO 3X2.1/2 851 CR C03UN SILVANA
7489	ROLO PELE CARNEIRO 23CM 1300 TIGRE
7490	TOMADA SIS.X SOBREPOR 2P+T BR 63141 ILUM
7491	1INT SIS.X SOB SIMP+1TOM 2P+T 10A BR ILU
7492	DESEMPENADEIRA ACO 24X10CM DENT DIMAX
7493	DESEMPENADEIRA ACO 24X10CM LISA DIMAX
7494	RODA PNEU MACICO 3.25X8X1 FORTE FORCE
7495	MICRO OLEO SPRAY 250ML/120G ORANGELUB CH
7496	TINTA FTOP INT 15LT PESSEGO#
7497	TINTA FTOP INT 15LT LARANJA CITRICO#
7498	TINTA FTOP INT 15LT CARANGUEIJO#
